"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2","temp"
9452,7.0000e+02,0.0000e+00,-5.0000e+00,2.9996e+02
9453,7.3333e+02,0.0000e+00,-5.0000e+00,2.9999e+02
9454,7.6667e+02,0.0000e+00,-5.0000e+00,3.0000e+02
9455,8.0000e+02,0.0000e+00,-5.0000e+00,3.0000e+02
9456,-1.6667e+02,2.5000e+01,-5.0000e+00,3.2076e+02
9457,-2.0000e+02,2.5000e+01,-5.0000e+00,3.1677e+02
9458,-1.3333e+02,2.5000e+01,-5.0000e+00,3.3279e+02
9459,-1.0000e+02,2.5000e+01,-5.0000e+00,3.5285e+02
9460,-6.6667e+01,2.5000e+01,-5.0000e+00,3.8030e+02
9461,-3.3333e+01,2.5000e+01,-5.0000e+00,4.1354e+02
9462,0.0000e+00,2.5000e+01,-5.0000e+00,4.5009e+02
9463,3.3333e+01,2.5000e+01,-5.0000e+00,4.8710e+02
9464,6.6667e+01,2.5000e+01,-5.0000e+00,5.2186e+02
9465,1.0000e+02,2.5000e+01,-5.0000e+00,5.5239e+02
9466,1.3333e+02,2.5000e+01,-5.0000e+00,5.7769e+02
9467,1.6667e+02,2.5000e+01,-5.0000e+00,5.9784e+02
9468,2.0000e+02,2.5000e+01,-5.0000e+00,6.1379e+02
9469,2.3333e+02,2.5000e+01,-5.0000e+00,6.2674e+02
9470,2.6667e+02,2.5000e+01,-5.0000e+00,6.3750e+02
9471,3.0000e+02,2.5000e+01,-5.0000e+00,6.4587e+02
9472,3.3333e+02,2.5000e+01,-5.0000e+00,6.5057e+02
9473,3.6667e+02,2.5000e+01,-5.0000e+00,6.4966e+02
9474,4.0000e+02,2.5000e+01,-5.0000e+00,6.4115e+02
9475,4.3333e+02,2.5000e+01,-5.0000e+00,6.2278e+02
9476,4.6667e+02,2.5000e+01,-5.0000e+00,5.9135e+02
9477,5.0000e+02,2.5000e+01,-5.0000e+00,5.4355e+02
9478,5.3333e+02,2.5000e+01,-5.0000e+00,4.7693e+02
9479,5.6667e+02,2.5000e+01,-5.0000e+00,4.0313e+02
9480,6.0000e+02,2.5000e+01,-5.0000e+00,3.4305e+02
9481,6.3333e+02,2.5000e+01,-5.0000e+00,3.1051e+02
9482,6.6667e+02,2.5000e+01,-5.0000e+00,3.0139e+02
9483,7.0000e+02,2.5000e+01,-5.0000e+00,2.9996e+02
9484,7.3333e+02,2.5000e+01,-5.0000e+00,3.0000e+02
9485,7.6667e+02,2.5000e+01,-5.0000e+00,3.0000e+02
9486,8.0000e+02,2.5000e+01,-5.0000e+00,3.0000e+02
9487,-1.6667e+02,5.0000e+01,-5.0000e+00,3.1907e+02
9488,-2.0000e+02,5.0000e+01,-5.0000e+00,3.1540e+02
9489,-1.3333e+02,5.0000e+01,-5.0000e+00,3.3015e+02
9490,-1.0000e+02,5.0000e+01,-5.0000e+00,3.4866e+02
9491,-6.6667e+01,5.0000e+01,-5.0000e+00,3.7403e+02
9492,-3.3333e+01,5.0000e+01,-5.0000e+00,4.0483e+02
9493,0.0000e+00,5.0000e+01,-5.0000e+00,4.3875e+02
9494,3.3333e+01,5.0000e+01,-5.0000e+00,4.7307e+02
9495,6.6667e+01,5.0000e+01,-5.0000e+00,5.0522e+02
9496,1.0000e+02,5.0000e+01,-5.0000e+00,5.3324e+02
9497,1.3333e+02,5.0000e+01,-5.0000e+00,5.5611e+02
9498,1.6667e+02,5.0000e+01,-5.0000e+00,5.7384e+02
9499,2.0000e+02,5.0000e+01,-5.0000e+00,5.8725e+02
9500,2.3333e+02,5.0000e+01,-5.0000e+00,5.9742e+02
9501,2.6667e+02,5.0000e+01,-5.0000e+00,6.0508e+02
9502,3.0000e+02,5.0000e+01,-5.0000e+00,6.0999e+02
9503,3.3333e+02,5.0000e+01,-5.0000e+00,6.1097e+02
9504,3.6667e+02,5.0000e+01,-5.0000e+00,6.0620e+02
9505,4.0000e+02,5.0000e+01,-5.0000e+00,5.9389e+02
9506,4.3333e+02,5.0000e+01,-5.0000e+00,5.7214e+02
9507,4.6667e+02,5.0000e+01,-5.0000e+00,5.3871e+02
9508,5.0000e+02,5.0000e+01,-5.0000e+00,4.9245e+02
9509,5.3333e+02,5.0000e+01,-5.0000e+00,4.3566e+02
9510,5.6667e+02,5.0000e+01,-5.0000e+00,3.7548e+02
9511,6.0000e+02,5.0000e+01,-5.0000e+00,3.2924e+02
9512,6.3333e+02,5.0000e+01,-5.0000e+00,3.0721e+02
9513,6.6667e+02,5.0000e+01,-5.0000e+00,3.0086e+02
9514,7.0000e+02,5.0000e+01,-5.0000e+00,3.0000e+02
9515,7.3333e+02,5.0000e+01,-5.0000e+00,2.9999e+02
9516,7.6667e+02,5.0000e+01,-5.0000e+00,3.0000e+02
9517,8.0000e+02,5.0000e+01,-5.0000e+00,3.0000e+02
9518,-1.6667e+02,7.5000e+01,-5.0000e+00,3.1654e+02
9519,-2.0000e+02,7.5000e+01,-5.0000e+00,3.1335e+02
9520,-1.3333e+02,7.5000e+01,-5.0000e+00,3.2619e+02
9521,-1.0000e+02,7.5000e+01,-5.0000e+00,3.4235e+02
9522,-6.6667e+01,7.5000e+01,-5.0000e+00,3.6457e+02
9523,-3.3333e+01,7.5000e+01,-5.0000e+00,3.9163e+02
9524,0.0000e+00,7.5000e+01,-5.0000e+00,4.2149e+02
9525,3.3333e+01,7.5000e+01,-5.0000e+00,4.5167e+02
9526,6.6667e+01,7.5000e+01,-5.0000e+00,4.7979e+02
9527,1.0000e+02,7.5000e+01,-5.0000e+00,5.0396e+02
9528,1.3333e+02,7.5000e+01,-5.0000e+00,5.2318e+02
9529,1.6667e+02,7.5000e+01,-5.0000e+00,5.3734e+02
9530,2.0000e+02,7.5000e+01,-5.0000e+00,5.4708e+02
9531,2.3333e+02,7.5000e+01,-5.0000e+00,5.5333e+02
9532,2.6667e+02,7.5000e+01,-5.0000e+00,5.5671e+02
9533,3.0000e+02,7.5000e+01,-5.0000e+00,5.5702e+02
9534,3.3333e+02,7.5000e+01,-5.0000e+00,5.5324e+02
9535,3.6667e+02,7.5000e+01,-5.0000e+00,5.4389e+02
9536,4.0000e+02,7.5000e+01,-5.0000e+00,5.2760e+02
9537,4.3333e+02,7.5000e+01,-5.0000e+00,5.0333e+02
9538,4.6667e+02,7.5000e+01,-5.0000e+00,4.7042e+02
9539,5.0000e+02,7.5000e+01,-5.0000e+00,4.2964e+02
9540,5.3333e+02,7.5000e+01,-5.0000e+00,3.8481e+02
9541,5.6667e+02,7.5000e+01,-5.0000e+00,3.4394e+02
9542,6.0000e+02,7.5000e+01,-5.0000e+00,3.1625e+02
9543,6.3333e+02,7.5000e+01,-5.0000e+00,3.0380e+02
9544,6.6667e+02,7.5000e+01,-5.0000e+00,3.0046e+02
9545,7.0000e+02,7.5000e+01,-5.0000e+00,3.0000e+02
9546,7.3333e+02,7.5000e+01,-5.0000e+00,3.0000e+02
9547,7.6667e+02,7.5000e+01,-5.0000e+00,3.0000e+02
9548,8.0000e+02,7.5000e+01,-5.0000e+00,3.0000e+02
9549,-1.6667e+02,1.0000e+02,-5.0000e+00,3.1355e+02
9550,-2.0000e+02,1.0000e+02,-5.0000e+00,3.1094e+02
9551,-1.3333e+02,1.0000e+02,-5.0000e+00,3.2148e+02
9552,-1.0000e+02,1.0000e+02,-5.0000e+00,3.3480e+02
9553,-6.6667e+01,1.0000e+02,-5.0000e+00,3.5320e+02
9554,-3.3333e+01,1.0000e+02,-5.0000e+00,3.7568e+02
9555,0.0000e+00,1.0000e+02,-5.0000e+00,4.0051e+02
9556,3.3333e+01,1.0000e+02,-5.0000e+00,4.2557e+02
9557,6.6667e+01,1.0000e+02,-5.0000e+00,4.4870e+02
9558,1.0000e+02,1.0000e+02,-5.0000e+00,4.6819e+02
9559,1.3333e+02,1.0000e+02,-5.0000e+00,4.8305e+02
9560,1.6667e+02,1.0000e+02,-5.0000e+00,4.9308e+02
9561,2.0000e+02,1.0000e+02,-5.0000e+00,4.9876e+02
9562,2.3333e+02,1.0000e+02,-5.0000e+00,5.0085e+02
9563,2.6667e+02,1.0000e+02,-5.0000e+00,4.9990e+02
9564,3.0000e+02,1.0000e+02,-5.0000e+00,4.9583e+02
9565,3.3333e+02,1.0000e+02,-5.0000e+00,4.8793e+02
9566,3.6667e+02,1.0000e+02,-5.0000e+00,4.7524e+02
9567,4.0000e+02,1.0000e+02,-5.0000e+00,4.5709e+02
9568,4.3333e+02,1.0000e+02,-5.0000e+00,4.3345e+02
9569,4.6667e+02,1.0000e+02,-5.0000e+00,4.0510e+02
9570,5.0000e+02,1.0000e+02,-5.0000e+00,3.7414e+02
9571,5.3333e+02,1.0000e+02,-5.0000e+00,3.4453e+02
9572,5.6667e+02,1.0000e+02,-5.0000e+00,3.2119e+02
9573,6.0000e+02,1.0000e+02,-5.0000e+00,3.0733e+02
9574,6.3333e+02,1.0000e+02,-5.0000e+00,3.0167e+02
9575,6.6667e+02,1.0000e+02,-5.0000e+00,3.0019e+02
9576,7.0000e+02,1.0000e+02,-5.0000e+00,3.0000e+02
9577,7.3333e+02,1.0000e+02,-5.0000e+00,3.0000e+02
9578,7.6667e+02,1.0000e+02,-5.0000e+00,3.0000e+02
9579,8.0000e+02,1.0000e+02,-5.0000e+00,3.0000e+02
9580,-1.6667e+02,1.2500e+02,-5.0000e+00,3.1048e+02
9581,-2.0000e+02,1.2500e+02,-5.0000e+00,3.0846e+02
9582,-1.3333e+02,1.2500e+02,-5.0000e+00,3.1663e+02
9583,-1.0000e+02,1.2500e+02,-5.0000e+00,3.2699e+02
9584,-6.6667e+01,1.2500e+02,-5.0000e+00,3.4135e+02
9585,-3.3333e+01,1.2500e+02,-5.0000e+00,3.5894e+02
9586,0.0000e+00,1.2500e+02,-5.0000e+00,3.7838e+02
9587,3.3333e+01,1.2500e+02,-5.0000e+00,3.9790e+02
9588,6.6667e+01,1.2500e+02,-5.0000e+00,4.1569e+02
9589,1.0000e+02,1.2500e+02,-5.0000e+00,4.3025e+02
9590,1.3333e+02,1.2500e+02,-5.0000e+00,4.4066e+02
9591,1.6667e+02,1.2500e+02,-5.0000e+00,4.4670e+02
9592,2.0000e+02,1.2500e+02,-5.0000e+00,4.4871e+02
9593,2.3333e+02,1.2500e+02,-5.0000e+00,4.4732e+02
9594,2.6667e+02,1.2500e+02,-5.0000e+00,4.4307e+02
9595,3.0000e+02,1.2500e+02,-5.0000e+00,4.3609e+02
9596,3.3333e+02,1.2500e+02,-5.0000e+00,4.2607e+02
9597,3.6667e+02,1.2500e+02,-5.0000e+00,4.1266e+02
9598,4.0000e+02,1.2500e+02,-5.0000e+00,3.9589e+02
9599,4.3333e+02,1.2500e+02,-5.0000e+00,3.7647e+02
9600,4.6667e+02,1.2500e+02,-5.0000e+00,3.5583e+02
9601,5.0000e+02,1.2500e+02,-5.0000e+00,3.3608e+02
9602,5.3333e+02,1.2500e+02,-5.0000e+00,3.1970e+02
9603,5.6667e+02,1.2500e+02,-5.0000e+00,3.0857e+02
9604,6.0000e+02,1.2500e+02,-5.0000e+00,3.0278e+02
9605,6.3333e+02,1.2500e+02,-5.0000e+00,3.0060e+02
9606,6.6667e+02,1.2500e+02,-5.0000e+00,3.0007e+02
9607,7.0000e+02,1.2500e+02,-5.0000e+00,3.0000e+02
9608,7.3333e+02,1.2500e+02,-5.0000e+00,3.0000e+02
9609,7.6667e+02,1.2500e+02,-5.0000e+00,3.0000e+02
9610,8.0000e+02,1.2500e+02,-5.0000e+00,3.0000e+02
9611,-1.6667e+02,1.5000e+02,-5.0000e+00,3.0767e+02
9612,-2.0000e+02,1.5000e+02,-5.0000e+00,3.0619e+02
9613,-1.3333e+02,1.5000e+02,-5.0000e+00,3.1217e+02
9614,-1.0000e+02,1.5000e+02,-5.0000e+00,3.1977e+02
9615,-6.6667e+01,1.5000e+02,-5.0000e+00,3.3033e+02
9616,-3.3333e+01,1.5000e+02,-5.0000e+00,3.4327e+02
9617,0.0000e+00,1.5000e+02,-5.0000e+00,3.5754e+02
9618,3.3333e+01,1.5000e+02,-5.0000e+00,3.7177e+02
9619,6.6667e+01,1.5000e+02,-5.0000e+00,3.8447e+02
9620,1.0000e+02,1.5000e+02,-5.0000e+00,3.9444e+02
9621,1.3333e+02,1.5000e+02,-5.0000e+00,4.0091e+02
9622,1.6667e+02,1.5000e+02,-5.0000e+00,4.0366e+02
9623,2.0000e+02,1.5000e+02,-5.0000e+00,4.0299e+02
9624,2.3333e+02,1.5000e+02,-5.0000e+00,3.9945e+02
9625,2.6667e+02,1.5000e+02,-5.0000e+00,3.9360e+02
9626,3.0000e+02,1.5000e+02,-5.0000e+00,3.8574e+02
9627,3.3333e+02,1.5000e+02,-5.0000e+00,3.7600e+02
9628,3.6667e+02,1.5000e+02,-5.0000e+00,3.6448e+02
9629,4.0000e+02,1.5000e+02,-5.0000e+00,3.5162e+02
9630,4.3333e+02,1.5000e+02,-5.0000e+00,3.3828e+02
9631,4.6667e+02,1.5000e+02,-5.0000e+00,3.2570e+02
9632,5.0000e+02,1.5000e+02,-5.0000e+00,3.1514e+02
9633,5.3333e+02,1.5000e+02,-5.0000e+00,3.0751e+02
9634,5.6667e+02,1.5000e+02,-5.0000e+00,3.0299e+02
9635,6.0000e+02,1.5000e+02,-5.0000e+00,3.0089e+02
9636,6.3333e+02,1.5000e+02,-5.0000e+00,3.0018e+02
9637,6.6667e+02,1.5000e+02,-5.0000e+00,3.0002e+02
9638,7.0000e+02,1.5000e+02,-5.0000e+00,3.0000e+02
9639,7.3333e+02,1.5000e+02,-5.0000e+00,3.0000e+02
9640,7.6667e+02,1.5000e+02,-5.0000e+00,3.0000e+02
9641,8.0000e+02,1.5000e+02,-5.0000e+00,3.0000e+02
9642,-1.6667e+02,1.7500e+02,-5.0000e+00,3.0535e+02
9643,-2.0000e+02,1.7500e+02,-5.0000e+00,3.0432e+02
9644,-1.3333e+02,1.7500e+02,-5.0000e+00,3.0848e+02
9645,-1.0000e+02,1.7500e+02,-5.0000e+00,3.1378e+02
9646,-6.6667e+01,1.7500e+02,-5.0000e+00,3.2113e+02
9647,-3.3333e+01,1.7500e+02,-5.0000e+00,3.3012e+02
9648,0.0000e+00,1.7500e+02,-5.0000e+00,3.3999e+02
9649,3.3333e+01,1.7500e+02,-5.0000e+00,3.4968e+02
9650,6.6667e+01,1.7500e+02,-5.0000e+00,3.5809e+02
9651,1.0000e+02,1.7500e+02,-5.0000e+00,3.6429e+02
9652,1.3333e+02,1.7500e+02,-5.0000e+00,3.6771e+02
9653,1.6667e+02,1.7500e+02,-5.0000e+00,3.6821e+02
9654,2.0000e+02,1.7500e+02,-5.0000e+00,3.6607e+02
9655,2.3333e+02,1.7500e+02,-5.0000e+00,3.6180e+02
9656,2.6667e+02,1.7500e+02,-5.0000e+00,3.5595e+02
9657,3.0000e+02,1.7500e+02,-5.0000e+00,3.4897e+02
9658,3.3333e+02,1.7500e+02,-5.0000e+00,3.4119e+02
9659,3.6667e+02,1.7500e+02,-5.0000e+00,3.3291e+02
9660,4.0000e+02,1.7500e+02,-5.0000e+00,3.2461e+02
9661,4.3333e+02,1.7500e+02,-5.0000e+00,3.1689e+02
9662,4.6667e+02,1.7500e+02,-5.0000e+00,3.1039e+02
9663,5.0000e+02,1.7500e+02,-5.0000e+00,3.0557e+02
9664,5.3333e+02,1.7500e+02,-5.0000e+00,3.0251e+02
9665,5.6667e+02,1.7500e+02,-5.0000e+00,3.0090e+02
9666,6.0000e+02,1.7500e+02,-5.0000e+00,3.0025e+02
9667,6.3333e+02,1.7500e+02,-5.0000e+00,3.0004e+02
9668,6.6667e+02,1.7500e+02,-5.0000e+00,3.0000e+02
9669,7.0000e+02,1.7500e+02,-5.0000e+00,3.0000e+02
9670,7.3333e+02,1.7500e+02,-5.0000e+00,3.0000e+02
9671,7.6667e+02,1.7500e+02,-5.0000e+00,3.0000e+02
9672,8.0000e+02,1.7500e+02,-5.0000e+00,3.0000e+02
9673,-1.6667e+02,2.0000e+02,-5.0000e+00,3.0365e+02
9674,-2.0000e+02,2.0000e+02,-5.0000e+00,3.0295e+02
9675,-1.3333e+02,2.0000e+02,-5.0000e+00,3.0579e+02
9676,-1.0000e+02,2.0000e+02,-5.0000e+00,3.0938e+02
9677,-6.6667e+01,2.0000e+02,-5.0000e+00,3.1435e+02
9678,-3.3333e+01,2.0000e+02,-5.0000e+00,3.2040e+02
9679,0.0000e+00,2.0000e+02,-5.0000e+00,3.2696e+02
9680,3.3333e+01,2.0000e+02,-5.0000e+00,3.3327e+02
9681,6.6667e+01,2.0000e+02,-5.0000e+00,3.3851e+02
9682,1.0000e+02,2.0000e+02,-5.0000e+00,3.4203e+02
9683,1.3333e+02,2.0000e+02,-5.0000e+00,3.4343e+02
9684,1.6667e+02,2.0000e+02,-5.0000e+00,3.4268e+02
9685,2.0000e+02,2.0000e+02,-5.0000e+00,3.4006e+02
9686,2.3333e+02,2.0000e+02,-5.0000e+00,3.3603e+02
9687,2.6667e+02,2.0000e+02,-5.0000e+00,3.3112e+02
9688,3.0000e+02,2.0000e+02,-5.0000e+00,3.2579e+02
9689,3.3333e+02,2.0000e+02,-5.0000e+00,3.2039e+02
9690,3.6667e+02,2.0000e+02,-5.0000e+00,3.1523e+02
9691,4.0000e+02,2.0000e+02,-5.0000e+00,3.1056e+02
9692,4.3333e+02,2.0000e+02,-5.0000e+00,3.0668e+02
9693,4.6667e+02,2.0000e+02,-5.0000e+00,3.0376e+02
9694,5.0000e+02,2.0000e+02,-5.0000e+00,3.0183e+02
9695,5.3333e+02,2.0000e+02,-5.0000e+00,3.0075e+02
9696,5.6667e+02,2.0000e+02,-5.0000e+00,3.0024e+02
9697,6.0000e+02,2.0000e+02,-5.0000e+00,3.0006e+02
9698,6.3333e+02,2.0000e+02,-5.0000e+00,3.0001e+02
9699,6.6667e+02,2.0000e+02,-5.0000e+00,3.0000e+02
9700,7.0000e+02,2.0000e+02,-5.0000e+00,3.0000e+02
9701,7.3333e+02,2.0000e+02,-5.0000e+00,3.0000e+02
9702,7.6667e+02,2.0000e+02,-5.0000e+00,3.0000e+02
9703,8.0000e+02,2.0000e+02,-5.0000e+00,3.0000e+02
9704,-1.6667e+02,2.2500e+02,-5.0000e+00,3.0263e+02
9705,-2.0000e+02,2.2500e+02,-5.0000e+00,3.0213e+02
9706,-1.3333e+02,2.2500e+02,-5.0000e+00,3.0416e+02
9707,-1.0000e+02,2.2500e+02,-5.0000e+00,3.0672e+02
9708,-6.6667e+01,2.2500e+02,-5.0000e+00,3.1025e+02
9709,-3.3333e+01,2.2500e+02,-5.0000e+00,3.1450e+02
9710,0.0000e+00,2.2500e+02,-5.0000e+00,3.1905e+02
9711,3.3333e+01,2.2500e+02,-5.0000e+00,3.2329e+02
9712,6.6667e+01,2.2500e+02,-5.0000e+00,3.2664e+02
9713,1.0000e+02,2.2500e+02,-5.0000e+00,3.2859e+02
9714,1.3333e+02,2.2500e+02,-5.0000e+00,3.2891e+02
9715,1.6667e+02,2.2500e+02,-5.0000e+00,3.2762e+02
9716,2.0000e+02,2.2500e+02,-5.0000e+00,3.2501e+02
9717,2.3333e+02,2.2500e+02,-5.0000e+00,3.2152e+02
9718,2.6667e+02,2.2500e+02,-5.0000e+00,3.1761e+02
9719,3.0000e+02,2.2500e+02,-5.0000e+00,3.1370e+02
9720,3.3333e+02,2.2500e+02,-5.0000e+00,3.1008e+02
9721,3.6667e+02,2.2500e+02,-5.0000e+00,3.0695e+02
9722,4.0000e+02,2.2500e+02,-5.0000e+00,3.0443e+02
9723,4.3333e+02,2.2500e+02,-5.0000e+00,3.0256e+02
9724,4.6667e+02,2.2500e+02,-5.0000e+00,3.0131e+02
9725,5.0000e+02,2.2500e+02,-5.0000e+00,3.0058e+02
9726,5.3333e+02,2.2500e+02,-5.0000e+00,3.0021e+02
9727,5.6667e+02,2.2500e+02,-5.0000e+00,3.0006e+02
9728,6.0000e+02,2.2500e+02,-5.0000e+00,3.0001e+02
9729,6.3333e+02,2.2500e+02,-5.0000e+00,3.0000e+02
9730,6.6667e+02,2.2500e+02,-5.0000e+00,3.0000e+02
9731,7.0000e+02,2.2500e+02,-5.0000e+00,3.0000e+02
9732,7.3333e+02,2.2500e+02,-5.0000e+00,3.0000e+02
9733,7.6667e+02,2.2500e+02,-5.0000e+00,3.0000e+02
9734,8.0000e+02,2.2500e+02,-5.0000e+00,3.0000e+02
9735,-1.6667e+02,2.5000e+02,-5.0000e+00,3.0230e+02
9736,-2.0000e+02,2.5000e+02,-5.0000e+00,3.0186e+02
9737,-1.3333e+02,2.5000e+02,-5.0000e+00,3.0362e+02
9738,-1.0000e+02,2.5000e+02,-5.0000e+00,3.0584e+02
9739,-6.6667e+01,2.5000e+02,-5.0000e+00,3.0888e+02
9740,-3.3333e+01,2.5000e+02,-5.0000e+00,3.1254e+02
9741,0.0000e+00,2.5000e+02,-5.0000e+00,3.1640e+02
9742,3.3333e+01,2.5000e+02,-5.0000e+00,3.1996e+02
9743,6.6667e+01,2.5000e+02,-5.0000e+00,3.2268e+02
9744,1.0000e+02,2.5000e+02,-5.0000e+00,3.2413e+02
9745,1.3333e+02,2.5000e+02,-5.0000e+00,3.2411e+02
9746,1.6667e+02,2.5000e+02,-5.0000e+00,3.2269e+02
9747,2.0000e+02,2.5000e+02,-5.0000e+00,3.2014e+02
9748,2.3333e+02,2.5000e+02,-5.0000e+00,3.1690e+02
9749,2.6667e+02,2.5000e+02,-5.0000e+00,3.1340e+02
9750,3.0000e+02,2.5000e+02,-5.0000e+00,3.1003e+02
9751,3.3333e+02,2.5000e+02,-5.0000e+00,3.0705e+02
9752,3.6667e+02,2.5000e+02,-5.0000e+00,3.0461e+02
9753,4.0000e+02,2.5000e+02,-5.0000e+00,3.0277e+02
9754,4.3333e+02,2.5000e+02,-5.0000e+00,3.0150e+02
9755,4.6667e+02,2.5000e+02,-5.0000e+00,3.0071e+02
9756,5.0000e+02,2.5000e+02,-5.0000e+00,3.0029e+02
9757,5.3333e+02,2.5000e+02,-5.0000e+00,3.0010e+02
9758,5.6667e+02,2.5000e+02,-5.0000e+00,3.0003e+02
9759,6.0000e+02,2.5000e+02,-5.0000e+00,3.0001e+02
9760,6.3333e+02,2.5000e+02,-5.0000e+00,3.0000e+02
9761,6.6667e+02,2.5000e+02,-5.0000e+00,3.0000e+02
9762,7.0000e+02,2.5000e+02,-5.0000e+00,3.0000e+02
9763,7.3333e+02,2.5000e+02,-5.0000e+00,3.0000e+02
9764,7.6667e+02,2.5000e+02,-5.0000e+00,3.0000e+02
9765,8.0000e+02,2.5000e+02,-5.0000e+00,3.0000e+02
9766,-2.0000e+02,-2.5000e+02,1.2500e+01,3.0220e+02
9767,-1.6667e+02,-2.5000e+02,1.2500e+01,3.0272e+02
9768,-1.6667e+02,-2.2500e+02,1.2500e+01,3.0312e+02
9769,-2.0000e+02,-2.2500e+02,1.2500e+01,3.0252e+02
9770,-1.3333e+02,-2.5000e+02,1.2500e+01,3.0429e+02
9771,-1.3333e+02,-2.2500e+02,1.2500e+01,3.0493e+02
9772,-1.0000e+02,-2.5000e+02,1.2500e+01,3.0693e+02
9773,-1.0000e+02,-2.2500e+02,1.2500e+01,3.0798e+02
9774,-6.6667e+01,-2.5000e+02,1.2500e+01,3.1056e+02
9775,-6.6667e+01,-2.2500e+02,1.2500e+01,3.1218e+02
9776,-3.3333e+01,-2.5000e+02,1.2500e+01,3.1493e+02
9777,-3.3333e+01,-2.2500e+02,1.2500e+01,3.1726e+02
9778,0.0000e+00,-2.5000e+02,1.2500e+01,3.1958e+02
9779,0.0000e+00,-2.2500e+02,1.2500e+01,3.2271e+02
9780,3.3333e+01,-2.5000e+02,1.2500e+01,3.2389e+02
9781,3.3333e+01,-2.2500e+02,1.2500e+01,3.2785e+02
9782,6.6667e+01,-2.5000e+02,1.2500e+01,3.2724e+02
9783,6.6667e+01,-2.2500e+02,1.2500e+01,3.3197e+02
9784,1.0000e+02,-2.5000e+02,1.2500e+01,3.2912e+02
9785,1.0000e+02,-2.2500e+02,1.2500e+01,3.3448e+02
9786,1.3333e+02,-2.5000e+02,1.2500e+01,3.2927e+02
9787,1.3333e+02,-2.2500e+02,1.2500e+01,3.3508e+02
9788,1.6667e+02,-2.5000e+02,1.2500e+01,3.2775e+02
9789,1.6667e+02,-2.2500e+02,1.2500e+01,3.3378e+02
9790,2.0000e+02,-2.5000e+02,1.2500e+01,3.2487e+02
9791,2.0000e+02,-2.2500e+02,1.2500e+01,3.3090e+02
9792,2.3333e+02,-2.5000e+02,1.2500e+01,3.2109e+02
9793,2.3333e+02,-2.2500e+02,1.2500e+01,3.2690e+02
9794,2.6667e+02,-2.5000e+02,1.2500e+01,3.1695e+02
9795,2.6667e+02,-2.2500e+02,1.2500e+01,3.2234e+02
9796,3.0000e+02,-2.5000e+02,1.2500e+01,3.1288e+02
9797,3.0000e+02,-2.2500e+02,1.2500e+01,3.1768e+02
9798,3.3333e+02,-2.5000e+02,1.2500e+01,3.0921e+02
9799,3.3333e+02,-2.2500e+02,1.2500e+01,3.1327e+02
9800,3.6667e+02,-2.5000e+02,1.2500e+01,3.0614e+02
9801,3.6667e+02,-2.2500e+02,1.2500e+01,3.0935e+02
9802,4.0000e+02,-2.5000e+02,1.2500e+01,3.0376e+02
9803,4.0000e+02,-2.2500e+02,1.2500e+01,3.0610e+02
9804,4.3333e+02,-2.5000e+02,1.2500e+01,3.0207e+02
9805,4.3333e+02,-2.2500e+02,1.2500e+01,3.0360e+02
9806,4.6667e+02,-2.5000e+02,1.2500e+01,3.0100e+02
9807,4.6667e+02,-2.2500e+02,1.2500e+01,3.0189e+02
9808,5.0000e+02,-2.5000e+02,1.2500e+01,3.0041e+02
9809,5.0000e+02,-2.2500e+02,1.2500e+01,3.0085e+02
9810,5.3333e+02,-2.5000e+02,1.2500e+01,3.0014e+02
9811,5.3333e+02,-2.2500e+02,1.2500e+01,3.0032e+02
9812,5.6667e+02,-2.5000e+02,1.2500e+01,3.0004e+02
9813,5.6667e+02,-2.2500e+02,1.2500e+01,3.0009e+02
9814,6.0000e+02,-2.5000e+02,1.2500e+01,3.0001e+02
9815,6.0000e+02,-2.2500e+02,1.2500e+01,3.0002e+02
9816,6.3333e+02,-2.5000e+02,1.2500e+01,3.0000e+02
9817,6.3333e+02,-2.2500e+02,1.2500e+01,3.0000e+02
9818,6.6667e+02,-2.5000e+02,1.2500e+01,3.0000e+02
9819,6.6667e+02,-2.2500e+02,1.2500e+01,3.0000e+02
9820,7.0000e+02,-2.5000e+02,1.2500e+01,3.0000e+02
9821,7.0000e+02,-2.2500e+02,1.2500e+01,3.0000e+02
9822,7.3333e+02,-2.5000e+02,1.2500e+01,3.0000e+02
9823,7.3333e+02,-2.2500e+02,1.2500e+01,3.0000e+02
9824,7.6667e+02,-2.5000e+02,1.2500e+01,3.0000e+02
9825,7.6667e+02,-2.2500e+02,1.2500e+01,3.0000e+02
9826,8.0000e+02,-2.5000e+02,1.2500e+01,3.0000e+02
9827,8.0000e+02,-2.2500e+02,1.2500e+01,3.0000e+02
9828,-1.6667e+02,-2.0000e+02,1.2500e+01,3.0433e+02
9829,-2.0000e+02,-2.0000e+02,1.2500e+01,3.0349e+02
9830,-1.3333e+02,-2.0000e+02,1.2500e+01,3.0686e+02
9831,-1.0000e+02,-2.0000e+02,1.2500e+01,3.1112e+02
9832,-6.6667e+01,-2.0000e+02,1.2500e+01,3.1704e+02
9833,-3.3333e+01,-2.0000e+02,1.2500e+01,3.2425e+02
9834,0.0000e+00,-2.0000e+02,1.2500e+01,3.3209e+02
9835,3.3333e+01,-2.0000e+02,1.2500e+01,3.3969e+02
9836,6.6667e+01,-2.0000e+02,1.2500e+01,3.4611e+02
