"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2","temp"
2433,2.6667e+02,1.2500e+02,-1.9750e+02,3.0061e+02
2434,3.0000e+02,1.2500e+02,-1.9750e+02,3.0040e+02
2435,3.3333e+02,1.2500e+02,-1.9750e+02,3.0024e+02
2436,3.6667e+02,1.2500e+02,-1.9750e+02,3.0013e+02
2437,4.0000e+02,1.2500e+02,-1.9750e+02,3.0007e+02
2438,4.3333e+02,1.2500e+02,-1.9750e+02,3.0003e+02
2439,4.6667e+02,1.2500e+02,-1.9750e+02,3.0001e+02
2440,5.0000e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2441,5.3333e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2442,5.6667e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2443,6.0000e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2444,6.3333e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2445,6.6667e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2446,7.0000e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2447,7.3333e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2448,7.6667e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2449,8.0000e+02,1.2500e+02,-1.9750e+02,3.0000e+02
2450,-1.6667e+02,1.5000e+02,-1.9750e+02,3.0015e+02
2451,-2.0000e+02,1.5000e+02,-1.9750e+02,3.0012e+02
2452,-1.3333e+02,1.5000e+02,-1.9750e+02,3.0023e+02
2453,-1.0000e+02,1.5000e+02,-1.9750e+02,3.0036e+02
2454,-6.6667e+01,1.5000e+02,-1.9750e+02,3.0053e+02
2455,-3.3333e+01,1.5000e+02,-1.9750e+02,3.0073e+02
2456,0.0000e+00,1.5000e+02,-1.9750e+02,3.0093e+02
2457,3.3333e+01,1.5000e+02,-1.9750e+02,3.0109e+02
2458,6.6667e+01,1.5000e+02,-1.9750e+02,3.0119e+02
2459,1.0000e+02,1.5000e+02,-1.9750e+02,3.0120e+02
2460,1.3333e+02,1.5000e+02,-1.9750e+02,3.0112e+02
2461,1.6667e+02,1.5000e+02,-1.9750e+02,3.0098e+02
2462,2.0000e+02,1.5000e+02,-1.9750e+02,3.0079e+02
2463,2.3333e+02,1.5000e+02,-1.9750e+02,3.0059e+02
2464,2.6667e+02,1.5000e+02,-1.9750e+02,3.0041e+02
2465,3.0000e+02,1.5000e+02,-1.9750e+02,3.0026e+02
2466,3.3333e+02,1.5000e+02,-1.9750e+02,3.0016e+02
2467,3.6667e+02,1.5000e+02,-1.9750e+02,3.0008e+02
2468,4.0000e+02,1.5000e+02,-1.9750e+02,3.0004e+02
2469,4.3333e+02,1.5000e+02,-1.9750e+02,3.0002e+02
2470,4.6667e+02,1.5000e+02,-1.9750e+02,3.0001e+02
2471,5.0000e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2472,5.3333e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2473,5.6667e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2474,6.0000e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2475,6.3333e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2476,6.6667e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2477,7.0000e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2478,7.3333e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2479,7.6667e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2480,8.0000e+02,1.5000e+02,-1.9750e+02,3.0000e+02
2481,-1.6667e+02,1.7500e+02,-1.9750e+02,3.0010e+02
2482,-2.0000e+02,1.7500e+02,-1.9750e+02,3.0008e+02
2483,-1.3333e+02,1.7500e+02,-1.9750e+02,3.0016e+02
2484,-1.0000e+02,1.7500e+02,-1.9750e+02,3.0025e+02
2485,-6.6667e+01,1.7500e+02,-1.9750e+02,3.0037e+02
2486,-3.3333e+01,1.7500e+02,-1.9750e+02,3.0050e+02
2487,0.0000e+00,1.7500e+02,-1.9750e+02,3.0064e+02
2488,3.3333e+01,1.7500e+02,-1.9750e+02,3.0075e+02
2489,6.6667e+01,1.7500e+02,-1.9750e+02,3.0081e+02
2490,1.0000e+02,1.7500e+02,-1.9750e+02,3.0081e+02
2491,1.3333e+02,1.7500e+02,-1.9750e+02,3.0075e+02
2492,1.6667e+02,1.7500e+02,-1.9750e+02,3.0064e+02
2493,2.0000e+02,1.7500e+02,-1.9750e+02,3.0051e+02
2494,2.3333e+02,1.7500e+02,-1.9750e+02,3.0038e+02
2495,2.6667e+02,1.7500e+02,-1.9750e+02,3.0026e+02
2496,3.0000e+02,1.7500e+02,-1.9750e+02,3.0016e+02
2497,3.3333e+02,1.7500e+02,-1.9750e+02,3.0010e+02
2498,3.6667e+02,1.7500e+02,-1.9750e+02,3.0005e+02
2499,4.0000e+02,1.7500e+02,-1.9750e+02,3.0002e+02
2500,4.3333e+02,1.7500e+02,-1.9750e+02,3.0001e+02
2501,4.6667e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2502,5.0000e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2503,5.3333e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2504,5.6667e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2505,6.0000e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2506,6.3333e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2507,6.6667e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2508,7.0000e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2509,7.3333e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2510,7.6667e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2511,8.0000e+02,1.7500e+02,-1.9750e+02,3.0000e+02
2512,-1.6667e+02,2.0000e+02,-1.9750e+02,3.0007e+02
2513,-2.0000e+02,2.0000e+02,-1.9750e+02,3.0006e+02
2514,-1.3333e+02,2.0000e+02,-1.9750e+02,3.0011e+02
2515,-1.0000e+02,2.0000e+02,-1.9750e+02,3.0017e+02
2516,-6.6667e+01,2.0000e+02,-1.9750e+02,3.0025e+02
2517,-3.3333e+01,2.0000e+02,-1.9750e+02,3.0034e+02
2518,0.0000e+00,2.0000e+02,-1.9750e+02,3.0043e+02
2519,3.3333e+01,2.0000e+02,-1.9750e+02,3.0050e+02
2520,6.6667e+01,2.0000e+02,-1.9750e+02,3.0053e+02
2521,1.0000e+02,2.0000e+02,-1.9750e+02,3.0053e+02
2522,1.3333e+02,2.0000e+02,-1.9750e+02,3.0048e+02
2523,1.6667e+02,2.0000e+02,-1.9750e+02,3.0041e+02
2524,2.0000e+02,2.0000e+02,-1.9750e+02,3.0032e+02
2525,2.3333e+02,2.0000e+02,-1.9750e+02,3.0023e+02
2526,2.6667e+02,2.0000e+02,-1.9750e+02,3.0016e+02
2527,3.0000e+02,2.0000e+02,-1.9750e+02,3.0010e+02
2528,3.3333e+02,2.0000e+02,-1.9750e+02,3.0006e+02
2529,3.6667e+02,2.0000e+02,-1.9750e+02,3.0003e+02
2530,4.0000e+02,2.0000e+02,-1.9750e+02,3.0001e+02
2531,4.3333e+02,2.0000e+02,-1.9750e+02,3.0001e+02
2532,4.6667e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2533,5.0000e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2534,5.3333e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2535,5.6667e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2536,6.0000e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2537,6.3333e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2538,6.6667e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2539,7.0000e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2540,7.3333e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2541,7.6667e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2542,8.0000e+02,2.0000e+02,-1.9750e+02,3.0000e+02
2543,-1.6667e+02,2.2500e+02,-1.9750e+02,3.0005e+02
2544,-2.0000e+02,2.2500e+02,-1.9750e+02,3.0004e+02
2545,-1.3333e+02,2.2500e+02,-1.9750e+02,3.0008e+02
2546,-1.0000e+02,2.2500e+02,-1.9750e+02,3.0012e+02
2547,-6.6667e+01,2.2500e+02,-1.9750e+02,3.0018e+02
2548,-3.3333e+01,2.2500e+02,-1.9750e+02,3.0024e+02
2549,0.0000e+00,2.2500e+02,-1.9750e+02,3.0030e+02
2550,3.3333e+01,2.2500e+02,-1.9750e+02,3.0035e+02
2551,6.6667e+01,2.2500e+02,-1.9750e+02,3.0037e+02
2552,1.0000e+02,2.2500e+02,-1.9750e+02,3.0036e+02
2553,1.3333e+02,2.2500e+02,-1.9750e+02,3.0033e+02
2554,1.6667e+02,2.2500e+02,-1.9750e+02,3.0028e+02
2555,2.0000e+02,2.2500e+02,-1.9750e+02,3.0021e+02
2556,2.3333e+02,2.2500e+02,-1.9750e+02,3.0015e+02
2557,2.6667e+02,2.2500e+02,-1.9750e+02,3.0010e+02
2558,3.0000e+02,2.2500e+02,-1.9750e+02,3.0006e+02
2559,3.3333e+02,2.2500e+02,-1.9750e+02,3.0003e+02
2560,3.6667e+02,2.2500e+02,-1.9750e+02,3.0002e+02
2561,4.0000e+02,2.2500e+02,-1.9750e+02,3.0001e+02
2562,4.3333e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2563,4.6667e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2564,5.0000e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2565,5.3333e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2566,5.6667e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2567,6.0000e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2568,6.3333e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2569,6.6667e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2570,7.0000e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2571,7.3333e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2572,7.6667e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2573,8.0000e+02,2.2500e+02,-1.9750e+02,3.0000e+02
2574,-1.6667e+02,2.5000e+02,-1.9750e+02,3.0004e+02
2575,-2.0000e+02,2.5000e+02,-1.9750e+02,3.0004e+02
2576,-1.3333e+02,2.5000e+02,-1.9750e+02,3.0007e+02
2577,-1.0000e+02,2.5000e+02,-1.9750e+02,3.0011e+02
2578,-6.6667e+01,2.5000e+02,-1.9750e+02,3.0016e+02
2579,-3.3333e+01,2.5000e+02,-1.9750e+02,3.0021e+02
2580,0.0000e+00,2.5000e+02,-1.9750e+02,3.0026e+02
2581,3.3333e+01,2.5000e+02,-1.9750e+02,3.0030e+02
2582,6.6667e+01,2.5000e+02,-1.9750e+02,3.0032e+02
2583,1.0000e+02,2.5000e+02,-1.9750e+02,3.0031e+02
2584,1.3333e+02,2.5000e+02,-1.9750e+02,3.0028e+02
2585,1.6667e+02,2.5000e+02,-1.9750e+02,3.0023e+02
2586,2.0000e+02,2.5000e+02,-1.9750e+02,3.0018e+02
2587,2.3333e+02,2.5000e+02,-1.9750e+02,3.0013e+02
2588,2.6667e+02,2.5000e+02,-1.9750e+02,3.0008e+02
2589,3.0000e+02,2.5000e+02,-1.9750e+02,3.0005e+02
2590,3.3333e+02,2.5000e+02,-1.9750e+02,3.0003e+02
2591,3.6667e+02,2.5000e+02,-1.9750e+02,3.0001e+02
2592,4.0000e+02,2.5000e+02,-1.9750e+02,3.0001e+02
2593,4.3333e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2594,4.6667e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2595,5.0000e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2596,5.3333e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2597,5.6667e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2598,6.0000e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2599,6.3333e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2600,6.6667e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2601,7.0000e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2602,7.3333e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2603,7.6667e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2604,8.0000e+02,2.5000e+02,-1.9750e+02,3.0000e+02
2605,-2.0000e+02,-2.5000e+02,-1.8000e+02,3.0006e+02
2606,-1.6667e+02,-2.5000e+02,-1.8000e+02,3.0008e+02
2607,-1.6667e+02,-2.2500e+02,-1.8000e+02,3.0009e+02
2608,-2.0000e+02,-2.2500e+02,-1.8000e+02,3.0007e+02
2609,-1.3333e+02,-2.5000e+02,-1.8000e+02,3.0012e+02
2610,-1.3333e+02,-2.2500e+02,-1.8000e+02,3.0013e+02
2611,-1.0000e+02,-2.5000e+02,-1.8000e+02,3.0018e+02
2612,-1.0000e+02,-2.2500e+02,-1.8000e+02,3.0021e+02
2613,-6.6667e+01,-2.5000e+02,-1.8000e+02,3.0027e+02
2614,-6.6667e+01,-2.2500e+02,-1.8000e+02,3.0031e+02
2615,-3.3333e+01,-2.5000e+02,-1.8000e+02,3.0036e+02
2616,-3.3333e+01,-2.2500e+02,-1.8000e+02,3.0042e+02
2617,0.0000e+00,-2.5000e+02,-1.8000e+02,3.0046e+02
2618,0.0000e+00,-2.2500e+02,-1.8000e+02,3.0053e+02
2619,3.3333e+01,-2.5000e+02,-1.8000e+02,3.0052e+02
2620,3.3333e+01,-2.2500e+02,-1.8000e+02,3.0061e+02
2621,6.6667e+01,-2.5000e+02,-1.8000e+02,3.0056e+02
2622,6.6667e+01,-2.2500e+02,-1.8000e+02,3.0065e+02
2623,1.0000e+02,-2.5000e+02,-1.8000e+02,3.0055e+02
2624,1.0000e+02,-2.2500e+02,-1.8000e+02,3.0065e+02
2625,1.3333e+02,-2.5000e+02,-1.8000e+02,3.0050e+02
2626,1.3333e+02,-2.2500e+02,-1.8000e+02,3.0059e+02
2627,1.6667e+02,-2.5000e+02,-1.8000e+02,3.0042e+02
2628,1.6667e+02,-2.2500e+02,-1.8000e+02,3.0050e+02
2629,2.0000e+02,-2.5000e+02,-1.8000e+02,3.0033e+02
2630,2.0000e+02,-2.2500e+02,-1.8000e+02,3.0039e+02
2631,2.3333e+02,-2.5000e+02,-1.8000e+02,3.0023e+02
2632,2.3333e+02,-2.2500e+02,-1.8000e+02,3.0029e+02
2633,2.6667e+02,-2.5000e+02,-1.8000e+02,3.0016e+02
2634,2.6667e+02,-2.2500e+02,-1.8000e+02,3.0019e+02
2635,3.0000e+02,-2.5000e+02,-1.8000e+02,3.0009e+02
2636,3.0000e+02,-2.2500e+02,-1.8000e+02,3.0012e+02
2637,3.3333e+02,-2.5000e+02,-1.8000e+02,3.0005e+02
2638,3.3333e+02,-2.2500e+02,-1.8000e+02,3.0007e+02
2639,3.6667e+02,-2.5000e+02,-1.8000e+02,3.0003e+02
2640,3.6667e+02,-2.2500e+02,-1.8000e+02,3.0003e+02
2641,4.0000e+02,-2.5000e+02,-1.8000e+02,3.0001e+02
2642,4.0000e+02,-2.2500e+02,-1.8000e+02,3.0002e+02
2643,4.3333e+02,-2.5000e+02,-1.8000e+02,3.0001e+02
2644,4.3333e+02,-2.2500e+02,-1.8000e+02,3.0001e+02
2645,4.6667e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2646,4.6667e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2647,5.0000e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2648,5.0000e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2649,5.3333e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2650,5.3333e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2651,5.6667e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2652,5.6667e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2653,6.0000e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2654,6.0000e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2655,6.3333e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2656,6.3333e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2657,6.6667e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2658,6.6667e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2659,7.0000e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2660,7.0000e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2661,7.3333e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2662,7.3333e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2663,7.6667e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2664,7.6667e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2665,8.0000e+02,-2.5000e+02,-1.8000e+02,3.0000e+02
2666,8.0000e+02,-2.2500e+02,-1.8000e+02,3.0000e+02
2667,-1.6667e+02,-2.0000e+02,-1.8000e+02,3.0012e+02
2668,-2.0000e+02,-2.0000e+02,-1.8000e+02,3.0010e+02
2669,-1.3333e+02,-2.0000e+02,-1.8000e+02,3.0018e+02
2670,-1.0000e+02,-2.0000e+02,-1.8000e+02,3.0029e+02
2671,-6.6667e+01,-2.0000e+02,-1.8000e+02,3.0043e+02
2672,-3.3333e+01,-2.0000e+02,-1.8000e+02,3.0059e+02
2673,0.0000e+00,-2.0000e+02,-1.8000e+02,3.0075e+02
2674,3.3333e+01,-2.0000e+02,-1.8000e+02,3.0087e+02
2675,6.6667e+01,-2.0000e+02,-1.8000e+02,3.0094e+02
2676,1.0000e+02,-2.0000e+02,-1.8000e+02,3.0094e+02
2677,1.3333e+02,-2.0000e+02,-1.8000e+02,3.0087e+02
2678,1.6667e+02,-2.0000e+02,-1.8000e+02,3.0075e+02
2679,2.0000e+02,-2.0000e+02,-1.8000e+02,3.0060e+02
2680,2.3333e+02,-2.0000e+02,-1.8000e+02,3.0045e+02
2681,2.6667e+02,-2.0000e+02,-1.8000e+02,3.0031e+02
2682,3.0000e+02,-2.0000e+02,-1.8000e+02,3.0019e+02
2683,3.3333e+02,-2.0000e+02,-1.8000e+02,3.0011e+02
2684,3.6667e+02,-2.0000e+02,-1.8000e+02,3.0006e+02
2685,4.0000e+02,-2.0000e+02,-1.8000e+02,3.0003e+02
2686,4.3333e+02,-2.0000e+02,-1.8000e+02,3.0001e+02
2687,4.6667e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2688,5.0000e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2689,5.3333e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2690,5.6667e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2691,6.0000e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2692,6.3333e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2693,6.6667e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2694,7.0000e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2695,7.3333e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2696,7.6667e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2697,8.0000e+02,-2.0000e+02,-1.8000e+02,3.0000e+02
2698,-1.6667e+02,-1.7500e+02,-1.8000e+02,3.0017e+02
2699,-2.0000e+02,-1.7500e+02,-1.8000e+02,3.0014e+02
2700,-1.3333e+02,-1.7500e+02,-1.8000e+02,3.0027e+02
2701,-1.0000e+02,-1.7500e+02,-1.8000e+02,3.0043e+02
2702,-6.6667e+01,-1.7500e+02,-1.8000e+02,3.0064e+02
2703,-3.3333e+01,-1.7500e+02,-1.8000e+02,3.0088e+02
2704,0.0000e+00,-1.7500e+02,-1.8000e+02,3.0112e+02
2705,3.3333e+01,-1.7500e+02,-1.8000e+02,3.0131e+02
2706,6.6667e+01,-1.7500e+02,-1.8000e+02,3.0143e+02
2707,1.0000e+02,-1.7500e+02,-1.8000e+02,3.0145e+02
2708,1.3333e+02,-1.7500e+02,-1.8000e+02,3.0136e+02
2709,1.6667e+02,-1.7500e+02,-1.8000e+02,3.0119e+02
2710,2.0000e+02,-1.7500e+02,-1.8000e+02,3.0096e+02
2711,2.3333e+02,-1.7500e+02,-1.8000e+02,3.0073e+02
2712,2.6667e+02,-1.7500e+02,-1.8000e+02,3.0051e+02
2713,3.0000e+02,-1.7500e+02,-1.8000e+02,3.0033e+02
2714,3.3333e+02,-1.7500e+02,-1.8000e+02,3.0020e+02
2715,3.6667e+02,-1.7500e+02,-1.8000e+02,3.0011e+02
2716,4.0000e+02,-1.7500e+02,-1.8000e+02,3.0005e+02
2717,4.3333e+02,-1.7500e+02,-1.8000e+02,3.0002e+02
2718,4.6667e+02,-1.7500e+02,-1.8000e+02,3.0001e+02
2719,5.0000e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2720,5.3333e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2721,5.6667e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2722,6.0000e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2723,6.3333e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2724,6.6667e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2725,7.0000e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2726,7.3333e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2727,7.6667e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2728,8.0000e+02,-1.7500e+02,-1.8000e+02,3.0000e+02
2729,-1.6667e+02,-1.5000e+02,-1.8000e+02,3.0025e+02
2730,-2.0000e+02,-1.5000e+02,-1.8000e+02,3.0020e+02
2731,-1.3333e+02,-1.5000e+02,-1.8000e+02,3.0039e+02
2732,-1.0000e+02,-1.5000e+02,-1.8000e+02,3.0061e+02
2733,-6.6667e+01,-1.5000e+02,-1.8000e+02,3.0092e+02
2734,-3.3333e+01,-1.5000e+02,-1.8000e+02,3.0127e+02
2735,0.0000e+00,-1.5000e+02,-1.8000e+02,3.0163e+02
2736,3.3333e+01,-1.5000e+02,-1.8000e+02,3.0193e+02
2737,6.6667e+01,-1.5000e+02,-1.8000e+02,3.0212e+02
2738,1.0000e+02,-1.5000e+02,-1.8000e+02,3.0216e+02
2739,1.3333e+02,-1.5000e+02,-1.8000e+02,3.0205e+02
2740,1.6667e+02,-1.5000e+02,-1.8000e+02,3.0181e+02
2741,2.0000e+02,-1.5000e+02,-1.8000e+02,3.0149e+02
2742,2.3333e+02,-1.5000e+02,-1.8000e+02,3.0114e+02
2743,2.6667e+02,-1.5000e+02,-1.8000e+02,3.0082e+02
2744,3.0000e+02,-1.5000e+02,-1.8000e+02,3.0054e+02
2745,3.3333e+02,-1.5000e+02,-1.8000e+02,3.0033e+02
2746,3.6667e+02,-1.5000e+02,-1.8000e+02,3.0019e+02
2747,4.0000e+02,-1.5000e+02,-1.8000e+02,3.0009e+02
2748,4.3333e+02,-1.5000e+02,-1.8000e+02,3.0004e+02
2749,4.6667e+02,-1.5000e+02,-1.8000e+02,3.0002e+02
2750,5.0000e+02,-1.5000e+02,-1.8000e+02,3.0001e+02
2751,5.3333e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2752,5.6667e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2753,6.0000e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2754,6.3333e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2755,6.6667e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2756,7.0000e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2757,7.3333e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2758,7.6667e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2759,8.0000e+02,-1.5000e+02,-1.8000e+02,3.0000e+02
2760,-1.6667e+02,-1.2500e+02,-1.8000e+02,3.0034e+02
2761,-2.0000e+02,-1.2500e+02,-1.8000e+02,3.0028e+02
2762,-1.3333e+02,-1.2500e+02,-1.8000e+02,3.0053e+02
2763,-1.0000e+02,-1.2500e+02,-1.8000e+02,3.0084e+02
2764,-6.6667e+01,-1.2500e+02,-1.8000e+02,3.0127e+02
2765,-3.3333e+01,-1.2500e+02,-1.8000e+02,3.0176e+02
2766,0.0000e+00,-1.2500e+02,-1.8000e+02,3.0226e+02
2767,3.3333e+01,-1.2500e+02,-1.8000e+02,3.0269e+02
2768,6.6667e+01,-1.2500e+02,-1.8000e+02,3.0297e+02
2769,1.0000e+02,-1.2500e+02,-1.8000e+02,3.0306e+02
2770,1.3333e+02,-1.2500e+02,-1.8000e+02,3.0292e+02
2771,1.6667e+02,-1.2500e+02,-1.8000e+02,3.0261e+02
2772,2.0000e+02,-1.2500e+02,-1.8000e+02,3.0217e+02
2773,2.3333e+02,-1.2500e+02,-1.8000e+02,3.0169e+02
2774,2.6667e+02,-1.2500e+02,-1.8000e+02,3.0122e+02
2775,3.0000e+02,-1.2500e+02,-1.8000e+02,3.0082e+02
2776,3.3333e+02,-1.2500e+02,-1.8000e+02,3.0051e+02
2777,3.6667e+02,-1.2500e+02,-1.8000e+02,3.0029e+02
2778,4.0000e+02,-1.2500e+02,-1.8000e+02,3.0015e+02
2779,4.3333e+02,-1.2500e+02,-1.8000e+02,3.0007e+02
2780,4.6667e+02,-1.2500e+02,-1.8000e+02,3.0003e+02
2781,5.0000e+02,-1.2500e+02,-1.8000e+02,3.0001e+02
2782,5.3333e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2783,5.6667e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2784,6.0000e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2785,6.3333e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2786,6.6667e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2787,7.0000e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2788,7.3333e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2789,7.6667e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2790,8.0000e+02,-1.2500e+02,-1.8000e+02,3.0000e+02
2791,-1.6667e+02,-1.0000e+02,-1.8000e+02,3.0044e+02
2792,-2.0000e+02,-1.0000e+02,-1.8000e+02,3.0036e+02
2793,-1.3333e+02,-1.0000e+02,-1.8000e+02,3.0069e+02
2794,-1.0000e+02,-1.0000e+02,-1.8000e+02,3.0110e+02
2795,-6.6667e+01,-1.0000e+02,-1.8000e+02,3.0165e+02
2796,-3.3333e+01,-1.0000e+02,-1.8000e+02,3.0230e+02
2797,0.0000e+00,-1.0000e+02,-1.8000e+02,3.0296e+02
2798,3.3333e+01,-1.0000e+02,-1.8000e+02,3.0354e+02
2799,6.6667e+01,-1.0000e+02,-1.8000e+02,3.0393e+02
2800,1.0000e+02,-1.0000e+02,-1.8000e+02,3.0406e+02
2801,1.3333e+02,-1.0000e+02,-1.8000e+02,3.0392e+02
2802,1.6667e+02,-1.0000e+02,-1.8000e+02,3.0353e+02
2803,2.0000e+02,-1.0000e+02,-1.8000e+02,3.0297e+02
2804,2.3333e+02,-1.0000e+02,-1.8000e+02,3.0233e+02
2805,2.6667e+02,-1.0000e+02,-1.8000e+02,3.0171e+02
2806,3.0000e+02,-1.0000e+02,-1.8000e+02,3.0117e+02
2807,3.3333e+02,-1.0000e+02,-1.8000e+02,3.0074e+02
2808,3.6667e+02,-1.0000e+02,-1.8000e+02,3.0043e+02
2809,4.0000e+02,-1.0000e+02,-1.8000e+02,3.0023e+02
2810,4.3333e+02,-1.0000e+02,-1.8000e+02,3.0011e+02
2811,4.6667e+02,-1.0000e+02,-1.8000e+02,3.0005e+02
